ID,Gonad_Sample,Monitoring_Location,L,Species,mDate,Month,FL,histology Sex,Gonad_State,Stage,Field sex,Fish_Weight,GW,rGSI,mature,PHASE-old,PHASE,Monitoring_Time,Monitoring_Metadata.Comments
2739,roi392,West Hawaii,West Hawaii,Roi,8/8/15,8,20.6,F,SC,VT,F,,0.1,,1,RG,I,,with JG and MR
2740,roi393,West Hawaii,West Hawaii,Roi,8/8/15,8,37.6,TL,,PN,F,,1.68,,1,TL,TL,,with JG and MR
2741,roi394,West Hawaii,West Hawaii,Roi,8/8/15,8,19.8,F,RG,,F,,0.26,,1,RG,I,,with JG and MR
2742,roi395,West Hawaii,West Hawaii,Roi,8/8/15,8,27.2,M,MATURE,,T,,2.53,,1,M,M,,with JG and MR
2743,roi396,West Hawaii,West Hawaii,Roi,8/8/15,8,46.6,M,,,M,,4.08,,1,M,M,,with JG and MR
2744,roi397,West Hawaii,West Hawaii,Roi,8/8/15,8,42,M,,,M,,3.71,,1,M,M,,with JG and MR
2746,roi399,West Hawaii,West Hawaii,Roi,8/8/15,8,20.8,F,RG,ATRESIA,F,,0.23,,1,RG,I,,with JG and MR
2747,roi400,West Hawaii,West Hawaii,Roi,8/8/15,8,21.5,F,U,PN,,,0.06,,0,U,U,,with JG and MR
2748,roi401,West Hawaii,West Hawaii,Roi,8/8/15,8,35.6,F,RG,ATRESIA,F,,3.67,,1,RG,I,,with JG and MR
2749,roi402,West Hawaii,West Hawaii,Roi,8/8/15,8,29.1,F,SC,VT,F,,3.38,,1,D,D,,with JG and MR
2750,roi403,West Hawaii,West Hawaii,Roi,8/8/15,8,43.2,M,,,M,,4.46,,1,M,M,,with JG and MR
2751,roi404,West Hawaii,West Hawaii,Roi,8/8/15,8,41.6,F,RG,ATRESIA,F,,5.37,,1,RG,I,,with JG and MR
2752,roi405,West Hawaii,West Hawaii,Roi,8/8/15,8,23.4,F,SC,VT,F,,1.19,,1,RG,I,,with JG and MR
2753,roi406,West Hawaii,West Hawaii,Roi,8/8/15,8,39.1,M,,,F,,2.6,,1,M,M,,with JG and MR
2756,roi407,West Hawaii,West Hawaii,Roi,8/8/15,8,28.6,F,SC,VT,F,,6.9,,1,SC,SC,,with JG and MR
2757,roi408,West Hawaii,West Hawaii,Roi,8/8/15,8,32.5,F,RG,CA,F,,2.5,,1,RG,I,,with JG and MR
2758,roi409,West Hawaii,West Hawaii,Roi,8/8/15,8,28.1,F,SC,VT,F,,9,,1,SC,SC,,with JG and MR
2759,roi410,West Hawaii,West Hawaii,Roi,8/8/15,8,32.5,F,RG,ATRESIA,F,,1.76,,1,RG,I,,with JG and MR
2761,roi412,West Hawaii,West Hawaii,Roi,8/8/15,8,35.9,F,RG,ATRESIA,F,,2.9,,1,RG,I,,with JG and MR
2762,roi413,West Hawaii,West Hawaii,Roi,8/8/15,8,21.4,F,RG,ATRESIA,F,,0.44,,1,D,D,,with JG and MR
2763,roi414,West Hawaii,West Hawaii,Roi,8/8/15,8,20.9,F,U,PN,F,,0.33,,0,U,U,,with JG and MR
2764,roi415,West Hawaii,West Hawaii,Roi,8/8/15,8,33,F,,,F,,3.4,,1,RG,I,,with JG and MR
2765,roi416,West Hawaii,West Hawaii,Roi,8/8/15,8,36.9,F,RG,ATRSIA,F,,3.27,,1,RG,I,,with JG and MR
2766,roi417,West Hawaii,West Hawaii,Roi,8/8/15,8,41,M,MATURE,SPERM,M,,2.55,,1,M,M,,with JG and MR
2769,roi418,West Hawaii,West Hawaii,Roi,8/8/15,8,27.3,F,RG,ATRESIA,F,,1.91,,1,RG,I,,with JG and MR
2770,roi419,West Hawaii,West Hawaii,Roi,8/8/15,8,18.6,F,U,PN,,,0.04,,0,U,U,,with JG and MR
2771,roi420,West Hawaii,West Hawaii,Roi,8/8/15,8,33,F,RG,,F,,,,1,RG,I,,with JG and MR
2772,roi421,West Hawaii,West Hawaii,Roi,8/8/15,8,36.5,M,,,F,,,,1,M,M,,with JG and MR
2773,roi422,West Hawaii,West Hawaii,Roi,8/8/15,8,45.4,M,,,,,3.3,,1,M,M,,with JG and MR
2776,roi423,West Hawaii,West Hawaii,Roi,8/8/15,8,25.7,F,SC,VT,F,,2.95,,1,SC,SC,,with JG and MR
2777,roi424,West Hawaii,West Hawaii,Roi,8/8/15,8,35.4,F,RG,ATRESIA,F,,0.52,,1,RG,I,,with JG and MR
2778,roi425,West Hawaii,West Hawaii,Roi,8/8/15,8,35.5,F,RG,ATRESIA,F,,3.64,,1,RG,I,,with JG and MR
2779,roi426,West Hawaii,West Hawaii,Roi,8/8/15,8,28.9,F,SC,VT,F,,3,,1,SC,SC,,with JG and MR
2780,roi427,West Hawaii,West Hawaii,Roi,8/8/15,8,32.5,M,,,F,,1.97,,1,M,M,,with JG and MR
2781,roi428,West Hawaii,West Hawaii,Roi,8/8/15,8,31.2,F,RG,ATRESIA,F,,2.78,,1,RG,I,,with JG and MR
2782,roi429,West Hawaii,West Hawaii,Roi,8/8/15,8,34,F,RG,ATRESIA,F,,2.1,,1,RG,I,,with JG and MR
2783,roi430,West Hawaii,West Hawaii,Roi,8/8/15,8,37.5,F,RG,,F,,3.92,,1,RG,I,,with JG and MR
2785,roi432,West Hawaii,West Hawaii,Roi,8/8/15,8,39,M,MATURE,,M/T,,2.17,,1,M,M,,with JG and MR
2788,roi433,West Hawaii,West Hawaii,Roi,8/8/15,8,29.3,F,RG,ATRESIA,F,,2.43,,1,RG,I,,with JG and MR
2791,roi434,West Hawaii,West Hawaii,Roi,8/8/15,8,35.5,F,RG,ATRESIA,F,,3.5,,1,RG,I,,with JG and MR
2792,roi435,West Hawaii,West Hawaii,Roi,8/8/15,8,41.6,M,,,M/T,,2.28,,1,M,M,,with JG and MR
2795,roi436,West Hawaii,West Hawaii,Roi,8/8/15,8,30.1,F,RG,ATRESIA,F,,4.81,,1,RG,I,,with JG and MR
2798,"roi437
roi437",West Hawaii,West Hawaii,Roi,8/8/15,8,33.7,F,RG,VT,F,,2.87,,1,RG,I,,with JG and MR
2799,roi438,West Hawaii,West Hawaii,Roi,8/8/15,8,41.7,F,SC,VT,F,,2.5,,1,RG,I,,with JG and MR
2805,roi440,West Hawaii,West Hawaii,Roi,8/8/15,8,43.6,F,RG,,F,,3.2,,1,RG,I,,with JG and MR
2808,roi441,West Hawaii,West Hawaii,Roi,8/8/15,8,29,F,SC,VT,F,,2.83,,1,RG,I,,with JG and MR
2811,roi442,West Hawaii,West Hawaii,Roi,8/8/15,8,32.1,F,RG,,F,,1.89,,1,RG,I,,with JG and MR
2814,roi443,West Hawaii,West Hawaii,Roi,8/8/15,8,19.5,F,RG,ATRESIA,F,,1.56,,1,RG,I,,with JG and MR
2815,roi444,West Hawaii,West Hawaii,Roi,8/8/15,8,21.2,F,,,F,,0.44,,1,RG,I,,with JG and MR
2818,roi445,West Hawaii,West Hawaii,Roi,8/8/15,8,19.9,F,U,PN,U,,0.08,,0,U,U,,with JG and MR
2819,roi446,West Hawaii,West Hawaii,Roi,8/8/15,8,43.6,M,,,M,,2.98,,1,M,M,,with JG and MR
2822,roi447,West Hawaii,West Hawaii,Roi,8/8/15,8,28.5,F,SC,VT,M,,1.94,,1,SC,SC,,with JG and MR
2823,roi448,West Hawaii,West Hawaii,Roi,8/8/15,8,40.1,F,RG,ATRESIA,T,,3.84,,1,RG,I,,with JG and MR
2826,roi449,West Hawaii,West Hawaii,Roi,8/8/15,8,31.1,F,RG,ATRESIA,F,,1.38,,1,RG,I,,with JG and MR
2827,roi450,West Hawaii,West Hawaii,Roi,8/8/15,8,39.3,F,RG,VT,F,,0.98,,1,RG,I,,with JG and MR
2830,roi451,West Hawaii,West Hawaii,Roi,8/8/15,8,46,M,,,F,,2.92,,1,M,M,,with JG and MR
2833,roi452,West Hawaii,West Hawaii,Roi,8/8/15,8,41.7,F,RG,,F,,2.87,,1,RG,I,,with JG and MR
2836,roi453,West Hawaii,West Hawaii,Roi,8/8/15,8,34.3,F,SC,VT,F,,7.36,,1,SC,SC,,with JG and MR
2837,roi454,West Hawaii,West Hawaii,Roi,8/8/15,8,41,F,SC,VT,F,,5.7,,1,SC,SC,,with JG and MR
2840,roi455,West Hawaii,West Hawaii,Roi,8/8/15,8,35.6,F,ATRESIA,,F,,1.6,,1,RG,I,,with JG and MR
2843,roi456,West Hawaii,West Hawaii,Roi,8/8/15,8,31.6,M,,,,,1.78,,1,M,M,,with JG and MR
2846,"roi457
roi457",West Hawaii,West Hawaii,Roi,8/8/15,8,23.1,F,RG,,F,,0.46,,1,RG,I,,with JG and MR
2849,roi458,West Hawaii,West Hawaii,Roi,8/8/15,8,29.8,M,,,M,,3.6,,1,M,M,,with JG and MR
2852,ROI459,Kaupulehu,West Hawaii,Roi,8/21/15,8,18,F,ATRESIA,,F,,0.1,,1,RG,I,8:00 AM,from roi tournament from 8-3
2854,ROI461,Kaupulehu,West Hawaii,Roi,8/21/15,8,33.6,F,VT,,F,,33.5,,1,SC,SC,8:00 AM,from roi tournament from 8-3
2855,ROI462,Kaupulehu,West Hawaii,Roi,8/21/15,8,27.8,F,VT,,F,,10.89,,1,SC,SC,8:00 AM,from roi tournament from 8-3
2856,ROI463,Kaupulehu,West Hawaii,Roi,8/21/15,8,44.5,M,,,T,,5.54,,1,M,M,8:00 AM,from roi tournament from 8-3
2859,ROI464,Kaupulehu,West Hawaii,Roi,8/21/15,8,50,M,,,M,,11.93,,1,M,M,8:00 AM,from roi tournament from 8-3
2862,ROI465,Kaupulehu,West Hawaii,Roi,8/21/15,8,38.5,F,VT,,F,,,,1,SC,SC,8:00 AM,from roi tournament from 8-3
2863,ROI466,Kaupulehu,West Hawaii,Roi,8/21/15,8,34.8,F,ATRESIA,,F,,2.97,,1,RG,I,8:00 AM,from roi tournament from 8-3
2864,ROI467,Kaupulehu,West Hawaii,Roi,8/21/15,8,42.7,M,,,M,,6.96,,1,M,M,8:00 AM,from roi tournament from 8-3
2867,ROI468,Kaupulehu,West Hawaii,Roi,8/21/15,8,35.7,F,VT,,F,,,,1,SC,SC,8:00 AM,from roi tournament from 8-3
2868,ROI469,Kaupulehu,West Hawaii,Roi,8/21/15,8,34.5,F,VT,,F,,64,,1,SC,SC,8:00 AM,from roi tournament from 8-3
2869,ROI470,Kaupulehu,West Hawaii,Roi,8/21/15,8,34.25,F,VT,,F,,46.13,,1,SC,SC,8:00 AM,from roi tournament from 8-3
2870,ROI471,Kaupulehu,West Hawaii,Roi,8/21/15,8,35,F,VT,,F,,22.98,,1,SC,SC,8:00 AM,from roi tournament from 8-3
2871,ROI472,Kaupulehu,West Hawaii,Roi,8/21/15,8,33,F,VT,,F,,25.8,,1,SC,SC,8:00 AM,from roi tournament from 8-3
2872,ROI473,Kaupulehu,West Hawaii,Roi,8/21/15,8,19,F,VT,,F,,5.81,,1,SC,SC,8:00 AM,from roi tournament from 8-3
2873,ROI474,Kaupulehu,West Hawaii,Roi,8/21/15,8,30.4,F,VT,,F,,20.6,,1,SC,SC,8:00 AM,from roi tournament from 8-3
2874,ROI475,Kaupulehu,West Hawaii,Roi,8/21/15,8,33.75,F,VT,,,,,,1,SC,SC,8:00 AM,from roi tournament from 8-3
2875,ROI476,Kaupulehu,West Hawaii,Roi,8/21/15,8,39.75,F,VT,,,,,,1,SC,SC,8:00 AM,from roi tournament from 8-3
2876,ROI477,Kaupulehu,West Hawaii,Roi,8/21/15,8,29.5,F,VT,,,,,,1,SC,SC,8:00 AM,from roi tournament from 8-3
2877,ROI478,Kaupulehu,West Hawaii,Roi,8/21/15,8,42.5,F,VT,,,,,,1,SC,SC,8:00 AM,from roi tournament from 8-3
2878,ROI479,Kaupulehu,West Hawaii,Roi,8/21/15,8,30.1,F,VT,,,,,,1,SC,SC,8:00 AM,from roi tournament from 8-3
2879,ROI480,Kaupulehu,West Hawaii,Roi,8/21/15,8,33.5,F,VT,,,,,,1,SC,SC,8:00 AM,from roi tournament from 8-3
2880,ROI481,Kaupulehu,West Hawaii,Roi,8/21/15,8,29.2,F,VT,,,,,,1,SC,SC,8:00 AM,from roi tournament from 8-3
2881,ROI482,Kaupulehu,West Hawaii,Roi,8/21/15,8,32.4,F,VT,,,,,,1,SC,SC,8:00 AM,from roi tournament from 8-3
2882,ROI483,Kaupulehu,West Hawaii,Roi,8/21/15,8,30,F,VT,,,,,,1,SC,SC,8:00 AM,from roi tournament from 8-3
2883,ROI484,Kaupulehu,West Hawaii,Roi,8/21/15,8,38.3,TL,PN,,,,,,1,TL,TL,8:00 AM,from roi tournament from 8-3
2886,ROI485,Kaupulehu,West Hawaii,Roi,8/21/15,8,48.2,M,,,,,,,1,M,M,8:00 AM,from roi tournament from 8-3
2889,ROI486,Kaupulehu,West Hawaii,Roi,8/21/15,8,41.5,M,,,,,,,1,M,M,8:00 AM,from roi tournament from 8-3
2892,"ROI487
ROI487",Kaupulehu,West Hawaii,Roi,8/21/15,8,45.2,M,,,,,,,1,M,M,8:00 AM,from roi tournament from 8-3
1514,WM1426,West Maui,,Roi,2/26/14,2,21.8,F,U,PN,F,180,0.12,0.066711141,0,U,U,11:00 AM,with pat curry
1494,WM1457,West Maui,,Roi,1/31/14,1,49.5,M,SC,MATURE,F,,1.24,,1,M,M,,from John Mason
1493,WM1458,West Maui,,Roi,1/31/14,1,31,F,RE,PN,F,,1.04,,1,RG,I,,from John Mason
1577,WM1465,OAHU,,Roi,3/29/14,3,20.2,F,U,PN,F,,,,0,U,U,7:00 AM,AT INVASIVE FUN DAY TOURNAMENT. FISH CAUGHT FROM 7 AM TO 2 PM
1580,WM1466,OAHU,,Roi,3/29/14,3,25,F,RE,PN,F,,0.34,,1,RE,I,7:00 AM,AT INVASIVE FUN DAY TOURNAMENT. FISH CAUGHT FROM 7 AM TO 2 PM
1578,WM1467,OAHU,,Roi,3/29/14,3,21,F,U,PN,F,,,,0,U,U,7:00 AM,AT INVASIVE FUN DAY TOURNAMENT. FISH CAUGHT FROM 7 AM TO 2 PM
2133,,West Maui,,Roi,6/1/14,6,25.9,F,S,VT,F,270,,,1,RG,I,7:00 AM,FROM ROI ROUNDUP AT ALL ABOUT FISH: 7-12
