ID,Gonad_ID,Location,L,Species,Date,Year,Month,FL,histology Sex,field Sex,Gonad_State,Stage,FW,GW,PHASE,mature
1418,HK022,Maunalua,Maunalua,Manini,1/13/14,2014,1,17.1,,M,,,160,2.27,,1
1422,KH1236,Maunalua,Maunalua,Manini,1/13/14,2014,1,17.8,,M,,,135,4.48,,1
59,WM027,Maunalua,Maunalua,Manini,1/27/13,2013,1,18.5,M,M,SC,,,,,1
1420,HK021,Maunalua,Maunalua,Manini,1/13/14,2014,1,18.6,F,F,SC,HY2,176,14,H,1
1411,,Maunalua,Maunalua,Manini,1/16/14,2014,1,19,,M,,,176,7.82,,1
1423,HK023,Maunalua,Maunalua,Manini,1/13/14,2014,1,19.1,F,F,SC,HY2,195,8.89,H,1
63,WM113,Maunalua,Maunalua,Manini,1/27/13,2013,1,19.2,F,F,RE,A,,,RE,1
1410,ES585,Maunalua,Maunalua,Manini,1/16/14,2014,1,19.9,F,F,SC,HY2,253,19.9,H,1
1425,HK019,Maunalua,Maunalua,Manini,1/13/14,2014,1,20.1,F,F,SC,HY2,,11.63,H,1
1476,ES602,Maunalua,Maunalua,Manini,1/31/14,2014,1,21.2,F,F,SC,HY2,249,24.04,H,1
1477,ES603,Maunalua,Maunalua,Manini,1/31/14,2014,1,21.4,F,F,SC,HY2,274,34.37,H,1
101,NA,Maunalua,Maunalua,Manini,2/16/13,2013,2,14.6,,M,,,90.52,3.44,,1
1435,,Maunalua,Maunalua,Manini,2/13/14,2014,2,15.3,,M,,,85,3.07,,1
102,ES001,Maunalua,Maunalua,Manini,2/16/13,2013,2,15.5,F,F,SC,VT,106.3,3.93,VT,1
99,NA,Maunalua,Maunalua,Manini,2/16/13,2013,2,15.6,,M,,,97.29,6.5,,1
1440,ES636,Maunalua,Maunalua,Manini,2/13/14,2014,2,15.8,F,F,SC,HY2,103,8.89,H,1
1439,ES635,Maunalua,Maunalua,Manini,2/13/14,2014,2,15.8,F,F,S,HY1,109,,VT,1
100,NA,Maunalua,Maunalua,Manini,2/16/13,2013,2,15.9,,M,,,110.11,7.7,,1
1436,,Maunalua,Maunalua,Manini,2/13/14,2014,2,16.5,,M,,,104,2.65,,1
1434,,Maunalua,Maunalua,Manini,2/13/14,2014,2,18.9,,M,,,166,8.45,,1
1606,ES681,Maunalua,Maunalua,Manini,3/13/14,2014,3,13.6,,M,,?,64,0.01,,0
168,MO151,Maunalua,Maunalua,Manini,3/30/13,2013,3,14,F,F,SC,VT,,1.66,VT,1
162,MO987,Maunalua,Maunalua,Manini,3/28/13,2013,3,15.1,M,U,Immature,,83,0.31,,0
1548,ES706,Maunalua,Maunalua,Manini,3/31/14,2014,3,15.2,F,F,SC,HY2,101.3,15.6,H,1
171,MO150,Maunalua,Maunalua,Manini,3/30/13,2013,3,15.2,F,F,SC,VT,,4.16,VT,1
1549,ES707,Maunalua,Maunalua,Manini,3/31/14,2014,3,16.1,F,F,SC,HY2,124.8,13.3,H,1
1547,ES705,Maunalua,Maunalua,Manini,3/31/14,2014,3,16.1,F,F,SC,HY2,130.3,20.3,H,1
1608,ES683,Maunalua,Maunalua,Manini,3/13/14,2014,3,16.2,F,F,SC,VT,104,6.27,VT,1
1607,ES682,Maunalua,Maunalua,Manini,3/13/14,2014,3,16.2,F,F,SC,VT,110,4.03,VT,1
1543,,Maunalua,Maunalua,Manini,3/31/14,2014,3,16.2,,M,,,102.6,3.61,,1
1524,ES662,Maunalua,Maunalua,Manini,3/1/14,2014,3,16.5,F,F,S,VT,122,1.02,H,1
149,MO999,Maunalua,Maunalua,Manini,3/8/13,2013,3,16.5,F,F,SC,VT,131.59,5.15,VT,1
1542,,Maunalua,Maunalua,Manini,3/31/14,2014,3,16.5,,M,,,107,2.43,,1
1546,ES704,Maunalua,Maunalua,Manini,3/31/14,2014,3,17,F,F,SC,HY2,141.5,19.77,H,1
1526,ES664,Maunalua,Maunalua,Manini,3/1/14,2014,3,17,,M,,,138,5.4,,1
159,MO990,Maunalua,Maunalua,Manini,3/28/13,2013,3,17.4,F,F,SC,VT,145,4.56,VT,1
1550,,Maunalua,Maunalua,Manini,3/31/14,2014,3,17.5,,M,,,150.8,10.2,,1
1545,ES703,Maunalua,Maunalua,Manini,3/31/14,2014,3,18.7,F,F,SC,HY2,,15.29,H,1
1523,ES661,Maunalua,Maunalua,Manini,3/1/14,2014,3,18.9,F,F,SC,VT,173,5.65,VT,1
1544,ES702,Maunalua,Maunalua,Manini,3/31/14,2014,3,19.2,F,F,SC,HY2,195.2,30.35,H,1
160,MO989,Maunalua,Maunalua,Manini,3/28/13,2013,3,19.2,F,F,SC,Vt,181,7.6,VT,1
161,MO988,Maunalua,Maunalua,Manini,3/28/13,2013,3,19.3,F,F,SC,VT,172,,VT,1
1527,ES665,Maunalua,Maunalua,Manini,3/1/14,2014,3,19.5,F,F,SC,HY1,210,6.27,VT,1
1605,ES690,Maunalua,Maunalua,Manini,3/13/14,2014,3,19.9,,F,,,170,,,
1522,ES660,Maunalua,Maunalua,Manini,3/1/14,2014,3,20,,F,,,255,8.94,,1
1525,ES663,Maunalua,Maunalua,Manini,3/1/14,2014,3,20.7,,M,,,243,15.9,,1
1596,MO2157,Maunalua,Maunalua,Manini,3/14/14,2014,3,21.2,F,F,SC,HY1,220,7.12,VT,1
1595,,Maunalua,Maunalua,Manini,3/14/14,2014,3,21.5,,M,,,240,13.56,,1
1632,ES743,Maunalua,Maunalua,Manini,4/13/14,2014,4,11.5,F,F,U,PN,41.6,0.01,U,0
348,ES67,Maunalua,Maunalua,Manini,4/29/13,2013,4,12.8,M,U,SC,Mature,51.88,0.07,,1
215,ES20,Maunalua,Maunalua,Manini,4/10/13,2013,4,13,F,F,S,VT,57,0.69,VT,1
1892,,Maunalua,Maunalua,Manini,4/27/14,2014,4,13.7,,M,,,69.22,2.99,,1
331,MO133,Maunalua,Maunalua,Manini,4/24/13,2013,4,13.9,F,F,SC,VT,,2.18,VT,1
330,MO134,Maunalua,Maunalua,Manini,4/24/13,2013,4,13.9,M,M,SC,Mature,,0.58,,1
1826,,Maunalua,Maunalua,Manini,4/19/14,2014,4,14.2,,M,,,75.28,1.55,,1
1887,,Maunalua,Maunalua,Manini,4/27/14,2014,4,14.4,,M,,,120.22,6.2,,1
1630,ES741,Maunalua,Maunalua,Manini,4/13/14,2014,4,14.4,M,M,D,MATURE,89.9,0.15,,1
1617,ES759,Maunalua,Maunalua,Manini,4/13/14,2014,4,14.4,,M,,,81.1,4.93,,1
1646,ES728,Maunalua,Maunalua,Manini,4/12/14,2014,4,14.5,F,F,SC,HY2,89.9,9.4,H,1
219,ES24,Maunalua,Maunalua,Manini,4/10/13,2013,4,14.5,F,U,RE,CA,79,0.18,RE,1
1656,ES800,Maunalua,Maunalua,Manini,4/14/14,2014,4,14.5,M,,D,MATURE,86.6,0.07,,1
1613,ES755,Maunalua,Maunalua,Manini,4/13/14,2014,4,14.5,,M,,,69.3,1.12,,1
290,,Maunalua,Maunalua,Manini,4/15/13,2013,4,14.6,,M,,,83.51,4.49,,1
1669,ES718,Maunalua,Maunalua,Manini,4/9/14,2014,4,14.8,M,M,SC,MATURE,68.6,0.85,SC,1
1626,ES738,Maunalua,Maunalua,Manini,4/13/14,2014,4,14.8,,M,,,85.2,4.16,,1
291,,Maunalua,Maunalua,Manini,4/15/13,2013,4,14.8,,M,,,82.11,3.64,,1
295,MO338,Maunalua,Maunalua,Manini,4/19/13,2013,4,14.9,F,F,SC,VT,85,1.35,VT,1
301,MO337,Maunalua,Maunalua,Manini,4/19/13,2013,4,14.9,,F,,,86,0.12,,
1628,ES740,Maunalua,Maunalua,Manini,4/13/14,2014,4,15,F,F,SC,VT,90.4,2.05,VT,1
218,ES23,Maunalua,Maunalua,Manini,4/10/13,2013,4,15,F,F,S,VT,102,0.45,VT,1
1629,,Maunalua,Maunalua,Manini,4/13/14,2014,4,15,,M,,,94,4.47,,1
1621,ES730,Maunalua,Maunalua,Manini,4/13/14,2014,4,15.2,F,F,SC,VT,96.99,2.61,VT,1
1648,ES733,Maunalua,Maunalua,Manini,4/11/14,2014,4,15.2,,M,,,95.8,3.91,,1
288,,Maunalua,Maunalua,Manini,4/15/13,2013,4,15.3,,M,,,86.12,3.68,,1
1647,ES732,Maunalua,Maunalua,Manini,4/11/14,2014,4,15.4,,M,,,88.5,1.98,,1
1615,ES757,Maunalua,Maunalua,Manini,4/13/14,2014,4,15.4,,M,,,83.8,0.38,,
1820,,Maunalua,Maunalua,Manini,4/21/14,2014,4,15.5,,M,,,90.18,2.52,,1
228,ES15,Maunalua,Maunalua,Manini,4/9/13,2013,4,15.5,M,M,SC,Mature,96,0.74,,1
289,ES31,Maunalua,Maunalua,Manini,4/15/13,2013,4,15.5,,M,,,98.45,,,
231,,Maunalua,Maunalua,Manini,4/9/13,2013,4,15.5,,M,,,95,,,
1670,ES719,Maunalua,Maunalua,Manini,4/9/14,2014,4,15.6,,M,,,101.9,2.6,,1
286,,Maunalua,Maunalua,Manini,4/15/13,2013,4,15.6,,M,,,96.06,3.35,,1
794,MO341,Maunalua,Maunalua,Manini,4/19/13,2013,4,15.7,F,,SC,HY1,86,1.04,VT,1
325,ES51,Maunalua,Maunalua,Manini,4/24/13,2013,4,15.7,F,F,SC,HY2,106.42,10.93,H,1
341,ES60,Maunalua,Maunalua,Manini,4/29/13,2013,4,15.7,M,M,SC,Mature,94.95,0.86,,1
283,ES28,Maunalua,Maunalua,Manini,4/11/13,2013,4,15.8,M,M,SC,Mature,98.03,1.85,,1
233,ES28,Maunalua,Maunalua,Manini,4/11/13,2013,4,15.8,,M,,,98.03,1.85,,1
1622,,Maunalua,Maunalua,Manini,4/13/14,2014,4,15.9,,M,,,92.23,2.78,,1
347,ES66,Maunalua,Maunalua,Manini,4/29/13,2013,4,16,F,F,SC,HY1,98.96,2.98,VT,1
302,MO346,Maunalua,Maunalua,Manini,4/19/13,2013,4,16,F,F,SC,HY1,99,8.04,VT,1
300,MO258,Maunalua,Maunalua,Manini,4/19/13,2013,4,16,,M,,,108,2.97,,1
1668,ES717,Maunalua,Maunalua,Manini,4/9/14,2014,4,16.1,,M,,,92.3,3.6,,1
1671,ES720,Maunalua,Maunalua,Manini,4/9/14,2014,4,16.4,F,F,SC,HY2,101.7,6.66,H,1
1649,ES734,Maunalua,Maunalua,Manini,4/11/14,2014,4,16.4,F,F,SC,VT,138.8,5.99,VT,1
1644,ES726,Maunalua,Maunalua,Manini,4/12/14,2014,4,16.4,F,F,SC,HY2,123.3,10,H,1
1837,ES854,Maunalua,Maunalua,Manini,4/23/14,2014,4,16.5,F,F,S,VT,,4,VT,1
1824,ES850,Maunalua,Maunalua,Manini,4/19/14,2014,4,16.5,F,F,RE,PN,117.1,0.34,RE,1
299,MO301,Maunalua,Maunalua,Manini,4/19/13,2013,4,16.5,F,F,SC,HY1,127,8.05,VT,1
294,MO340,Maunalua,Maunalua,Manini,4/19/13,2013,4,16.5,F,F,S,HY1,116,3.13,VT,1
1891,,Maunalua,Maunalua,Manini,4/27/14,2014,4,16.5,,M,,,120.64,9.18,,1
1890,,Maunalua,Maunalua,Manini,4/27/14,2014,4,16.5,,M,,,131.8,7.23,,1
338,MO145,Maunalua,Maunalua,Manini,4/23/13,2013,4,16.5,M,M,SC,Mature,,8.17,,1
1825,,Maunalua,Maunalua,Manini,4/19/14,2014,4,16.6,,M,,,117.4,4.62,,1
327,ES53,Maunalua,Maunalua,Manini,4/24/13,2013,4,16.6,,M,,,113.43,7.46,,1
345,ES64,Maunalua,Maunalua,Manini,4/29/13,2013,4,16.7,F,F,SC,HY1,120.02,2.88,VT,1
323,ES49,Maunalua,Maunalua,Manini,4/24/13,2013,4,16.8,F,F,SC,HY2,123.05,12.14,H,1
226,ES13,Maunalua,Maunalua,Manini,4/9/13,2013,4,16.8,F,F,S,VT,126,18.04,VT,1
1817,,Maunalua,Maunalua,Manini,4/21/14,2014,4,16.8,,M,,,117.87,5.22,,1
224,ES11,Maunalua,Maunalua,Manini,4/9/13,2013,4,16.8,M,M,SC,Mature,112,5.73,,1
229,,Maunalua,Maunalua,Manini,4/9/13,2013,4,16.8,,M,,,150,,,
1818,,Maunalua,Maunalua,Manini,4/21/14,2014,4,16.9,,M,,,113.69,5.83,,1
1612,"ES754
ES754",Maunalua,Maunalua,Manini,4/13/14,2014,4,16.9,,M,,,117.7,3.26,,1
1645,ES727,Maunalua,Maunalua,Manini,4/12/14,2014,4,17,F,F,SC,HY2,146.3,24.84,H,1
1631,ES742,Maunalua,Maunalua,Manini,4/13/14,2014,4,17,F,F,SC,VT,,1.71,VT,1
1658,,Maunalua,Maunalua,Manini,4/14/14,2014,4,17,,M,,,128.05,6.24,,1
328,ES54,Maunalua,Maunalua,Manini,4/24/13,2013,4,17,,M,,,118.49,7.22,,1
296,MO339,Maunalua,Maunalua,Manini,4/19/13,2013,4,17,,M,,,122,7.39,,1
227,ES14,Maunalua,Maunalua,Manini,4/9/13,2013,4,17,M,M,SC,Mature,125,9.86,,1
1625,ES737,Maunalua,Maunalua,Manini,4/13/14,2014,4,17.2,F,F,SC,VT,123.5,3.56,VT,1
1620,ES729,Maunalua,Maunalua,Manini,4/13/14,2014,4,17.2,F,F,SC,VT,119.18,3.05,VT,1
287,,Maunalua,Maunalua,Manini,4/15/13,2013,4,17.2,,M,,,128.83,7.86,,1
324,ES50,Maunalua,Maunalua,Manini,4/24/13,2013,4,17.5,F,F,SC,HY2,148.5,17.46,H,1
321,ES47,Maunalua,Maunalua,Manini,4/24/13,2013,4,17.5,F,F,SC,HY2,142.73,21.96,H,1
217,ES22,Maunalua,Maunalua,Manini,4/10/13,2013,4,17.5,F,F,SC,HY1,139,4.79,VT,1
1666,ES715,Maunalua,Maunalua,Manini,4/9/14,2014,4,17.5,,M,,,106.42,7.98,,1
1657,,Maunalua,Maunalua,Manini,4/14/14,2014,4,17.5,,M,,,166.4,8.24,,1
1614,ES756,Maunalua,Maunalua,Manini,4/13/14,2014,4,17.5,,M,,,148.9,8.12,,1
346,ES65,Maunalua,Maunalua,Manini,4/29/13,2013,4,17.5,M,M,D,Mature,140.49,7.74,,1
230,ES18,Maunalua,Maunalua,Manini,4/9/13,2013,4,17.6,F,F,SC,HY2,161,26.24,H,1
326,ES52,Maunalua,Maunalua,Manini,4/24/13,2013,4,17.8,F,F,SC,HY2,141.92,3.66,H,1
1667,ES716,Maunalua,Maunalua,Manini,4/9/14,2014,4,17.9,F,F,SC,HY1,122.3,4.4,VT,1
320,ES46,Maunalua,Maunalua,Manini,4/24/13,2013,4,17.9,F,F,SC,HY2,145.51,7.33,H,1
1823,,Maunalua,Maunalua,Manini,4/19/14,2014,4,17.9,,M,,,133.9,6.06,,1
1624,ES736,Maunalua,Maunalua,Manini,4/13/14,2014,4,18,F,F,SC,VT,150.2,7.24,VT,1
344,ES63,Maunalua,Maunalua,Manini,4/29/13,2013,4,18,F,F,SC,HY1,135.68,2.44,VT,1
1655,,Maunalua,Maunalua,Manini,4/14/14,2014,4,18,,M,,,150.74,7.72,,1
322,ES48,Maunalua,Maunalua,Manini,4/24/13,2013,4,18.1,F,F,SC,HY2,155.73,20.41,H,1
1819,,Maunalua,Maunalua,Manini,4/21/14,2014,4,18.1,,M,,,140.04,6.09,,1
1611,ES753,Maunalua,Maunalua,Manini,4/13/14,2014,4,18.2,F,F,SC,VT,159.8,3.65,VT,1
1889,,Maunalua,Maunalua,Manini,4/27/14,2014,4,18.4,,M,,,173.18,15.5,,1
1859,MO180,Maunalua,Maunalua,Manini,4/28/14,2014,4,18.5,F,F,SC,HY2,,10.8,H,1
1627,ES739,Maunalua,Maunalua,Manini,4/13/14,2014,4,18.5,F,F,SC,VT,152.4,4.52,VT,1
1855,MO193,Maunalua,Maunalua,Manini,4/28/14,2014,4,18.5,,M,,,,12.67,,1
223,ES10,Maunalua,Maunalua,Manini,4/9/13,2013,4,18.5,M,M,SC,Mature,174,11.95,,1
1616,ES758,Maunalua,Maunalua,Manini,4/13/14,2014,4,18.6,,M,,,164.08,9.4,,1
1886,ES859,Maunalua,Maunalua,Manini,4/27/14,2014,4,18.8,F,F,SC,HY2,193.3,26.2,H,1
285,ES30,Maunalua,Maunalua,Manini,4/15/13,2013,4,18.8,F,F,SC,VT,151.82,3.11,VT,1
343,ES62,Maunalua,Maunalua,Manini,4/29/13,2013,4,18.9,F,F,SC,HY1,157.24,3.25,VT,1
1857,MO177,Maunalua,Maunalua,Manini,4/28/14,2014,4,19,F,F,SC,HY2,,9.57,H,1
297,MO336,Maunalua,Maunalua,Manini,4/19/13,2013,4,19,,M,,,190,9.53,,1
1858,MO195,Maunalua,Maunalua,Manini,4/28/14,2014,4,19.5,F,F,S,HY2,,,H,1
1856,MO181,Maunalua,Maunalua,Manini,4/28/14,2014,4,19.5,,M,,,,8.94,,1
1623,ES735,Maunalua,Maunalua,Manini,4/13/14,2014,4,20,F,F,SC,VT,195,8.77,VT,1
1888,ES860,Maunalua,Maunalua,Manini,4/27/14,2014,4,20.5,F,F,SC,HY2,258.06,35.14,H,1
298,MO275,Maunalua,Maunalua,Manini,4/19/13,2013,4,20.6,F,F,SC,HY1,133,7.16,VT,1
342,ES61,Maunalua,Maunalua,Manini,4/29/13,2013,4,20.8,F,F,SC,HY1,223.92,5.21,VT,1
225,ES12,Maunalua,Maunalua,Manini,4/9/13,2013,4,21,F,F,SC,HY2,245,26.18,H,1
604,ES155,Maunalua,Maunalua,Manini,5/28/13,2013,5,11.7,F,U,D,CA,39,0.12,D,0
559,ES126,Maunalua,Maunalua,Manini,5/19/13,2013,5,11.8,M,M,SC,Mature,40,0.04,,1
626,ES138,Maunalua,Maunalua,Manini,5/24/13,2013,5,12,M,U,SC,Mature,40,0.03,,1
1987,ES937,Maunalua,Maunalua,Manini,5/20/14,2014,5,12.4,F,F,U,PN,46.57,0.11,U,0
603,ES154,Maunalua,Maunalua,Manini,5/28/13,2013,5,13,M,M,SC,Mature,53,0.12,,1
602,ES153,Maunalua,Maunalua,Manini,5/28/13,2013,5,13.3,F,F,D,CA,55,0.25,D,0
445,ES103,Maunalua,Maunalua,Manini,5/8/13,2013,5,13.5,F,F,D,CA,57,0.14,D,0
1986,ES936,Maunalua,Maunalua,Manini,5/20/14,2014,5,13.5,M,M,SC,,61.8,0.19,,1
601,ES152,Maunalua,Maunalua,Manini,5/28/13,2013,5,13.5,M,U,SC,Mature,61,0.06,,1
557,ES124,Maunalua,Maunalua,Manini,5/19/13,2013,5,13.6,M,U,U,IMMATURE,62,0.12,,0
719,ES165,Maunalua,Maunalua,Manini,5/29/13,2013,5,13.8,F,F,RE,VT,69.5,0.45,RE,1
728,ES174,Maunalua,Maunalua,Manini,5/29/13,2013,5,13.8,M,M,SC,Mature,72.9,2.03,,1
726,ES172,Maunalua,Maunalua,Manini,5/29/13,2013,5,13.8,M,M,SC,Mature,54.5,1.04,,1
721,ES167,Maunalua,Maunalua,Manini,5/29/13,2013,5,13.8,M,M,SC,Mature,82.8,2.77,,1
725,ES171,Maunalua,Maunalua,Manini,5/29/13,2013,5,13.9,M,M,SC,Mature,62.4,1.47,,1
558,ES125,Maunalua,Maunalua,Manini,5/19/13,2013,5,14,F,F,SC,VT,70,0.26,SC,1
444,ES102,Maunalua,Maunalua,Manini,5/8/13,2013,5,14,F,F,SC,HY1,67,0.5,VT,1
1985,ES935,Maunalua,Maunalua,Manini,5/20/14,2014,5,14,,M,,,65.8,0.78,,1
727,ES173,Maunalua,Maunalua,Manini,5/29/13,2013,5,14,M,M,D,Mature,56.9,1.39,,1
427,ES86,Maunalua,Maunalua,Manini,5/4/13,2013,5,14.2,F,F,SC,HY1,77,2.02,VT,1
1959,ES890,Maunalua,Maunalua,Manini,5/9/14,2014,5,14.2,,M,,,80.7,,,
426,ES85,Maunalua,Maunalua,Manini,5/4/13,2013,5,14.3,M,M,SC,Mature,73,2.92,,1
555,ES122,Maunalua,Maunalua,Manini,5/19/13,2013,5,14.4,F,F,D,CA,72,0.026,D,0
600,ES151,Maunalua,Maunalua,Manini,5/28/13,2013,5,14.5,F,F,U,PN,74,0.25,U,0
722,ES168,Maunalua,Maunalua,Manini,5/29/13,2013,5,14.5,M,M,SC,Mature,80.4,3.46,,1
724,ES170,Maunalua,Maunalua,Manini,5/29/13,2013,5,14.6,M,M,SC,Mature,89.9,3.51,,1
718,ES164,Maunalua,Maunalua,Manini,5/29/13,2013,5,14.7,F,F,SC,HY2,92.7,3.93,H,1
599,ES150,Maunalua,Maunalua,Manini,5/28/13,2013,5,14.7,F,F,SC,HY1,79,0.8,VT,1
723,ES169,Maunalua,Maunalua,Manini,5/29/13,2013,5,14.7,M,M,SC,Mature,82.7,2.31,,1
556,ES123,Maunalua,Maunalua,Manini,5/19/13,2013,5,14.8,F,F,SC,VT,85,3.83,VT,1
425,ES84,Maunalua,Maunalua,Manini,5/4/13,2013,5,14.8,M,M,SC,Mature,92,2.81,,1
1984,ES934,Maunalua,Maunalua,Manini,5/20/14,2014,5,14.9,F,F,RE,CA,84.19,0.32,RE,1
621,ES133,Maunalua,Maunalua,Manini,5/24/13,2013,5,15,F,F,RE,PN,70,0.23,RE,1
440,ES98,Maunalua,Maunalua,Manini,5/8/13,2013,5,15,F,F,S,HY1,90,2.11,VT,1
1848,ES870,Maunalua,Maunalua,Manini,5/2/14,2014,5,15,,M,,,90.49,3.42,,1
2011,ES946,Maunalua,Maunalua,Manini,5/24/14,2014,5,15.1,F,F,SC,HY2,89.95,6.69,H,1
1965,ES897,Maunalua,Maunalua,Manini,5/11/14,2014,5,15.1,F,F,S,HY2,95.76,5.46,H,1
622,ES134,Maunalua,Maunalua,Manini,5/24/13,2013,5,15.1,F,F,SC,VT,84,0.44,VT,1
717,ES163,Maunalua,Maunalua,Manini,5/29/13,2013,5,15.1,M,M,SC,Mature,87.7,2.85,,1
716,ES162,Maunalua,Maunalua,Manini,5/29/13,2013,5,15.1,M,M,SC,Mature,109,2.52,,1
1932,ES902,Maunalua,Maunalua,Manini,5/12/14,2014,5,15.3,F,F,SC,HY2,88.63,2.64,H,1
1960,ES892,Maunalua,Maunalua,Manini,5/11/14,2014,5,15.3,,M,,,85.88,3.94,,1
439,ES97,Maunalua,Maunalua,Manini,5/8/13,2013,5,15.3,,M,,,96,9.14,,1
1935,ES905,Maunalua,Maunalua,Manini,5/12/14,2014,5,15.4,F,F,SC,HY2,93.4,7.73,H,1
624,ES136,Maunalua,Maunalua,Manini,5/24/13,2013,5,15.4,F,F,SC,HY2,86,7.1,H,1
443,ES101,Maunalua,Maunalua,Manini,5/8/13,2013,5,15.4,F,F,S,HY1,88,2.45,VT,1
441,ES99,Maunalua,Maunalua,Manini,5/8/13,2013,5,15.4,,M,,,98,7.27,,1
437,ES95,Maunalua,Maunalua,Manini,5/8/13,2013,5,15.4,,M,,,88,1.28,,1
1983,ES933,Maunalua,Maunalua,Manini,5/20/14,2014,5,15.5,F,F,SC,VT,94.2,3.66,VT,1
1846,ES868,Maunalua,Maunalua,Manini,5/2/14,2014,5,15.5,,M,,,96.57,2.94,,1
625,ES137,Maunalua,Maunalua,Manini,5/24/13,2013,5,15.5,,M,,,88,0.12,,
2095,ES954,Maunalua,Maunalua,Manini,5/28/14,2014,5,15.6,F,F,SC,HY2,103.88,12.11,H,1
422,ES82,Maunalua,Maunalua,Manini,5/4/13,2013,5,15.6,M,M,SC,MATURE,114,2.97,,1
720,ES166,Maunalua,Maunalua,Manini,5/29/13,2013,5,15.7,F,F,SC,HY1,99,2.49,VT,1
597,ES148,Maunalua,Maunalua,Manini,5/28/13,2013,5,15.7,F,F,SC,HY1,91,0.5,VT,1
1930,ES900,Maunalua,Maunalua,Manini,5/12/14,2014,5,15.7,,M,,,100.51,0.8,,1
578,ES116,Maunalua,Maunalua,Manini,5/14/13,2013,5,15.7,M,M,U,Immature,107,1.13,,1
580,ES118,Maunalua,Maunalua,Manini,5/14/13,2013,5,15.8,F,F,SC,HY1,97,2.43,VT,1
598,ES149,Maunalua,Maunalua,Manini,5/28/13,2013,5,15.8,M,M,SC,Mature,90,0.78,,1
623,ES135,Maunalua,Maunalua,Manini,5/24/13,2013,5,15.9,F,F,RE,PN,,0.32,RE,1
579,ES117,Maunalua,Maunalua,Manini,5/14/13,2013,5,15.9,,M,,,109,1.75,,1
576,ES114,Maunalua,Maunalua,Manini,5/14/13,2013,5,15.9,,M,,,90,0.62,,
2094,ES953,Maunalua,Maunalua,Manini,5/28/14,2014,5,16,F,F,SC,HY2,104.63,2.96,H,1
715,ES161,Maunalua,Maunalua,Manini,5/29/13,2013,5,16,F,F,SC,HY1,114.5,1.25,VT,1
581,ES119,Maunalua,Maunalua,Manini,5/14/13,2013,5,16.1,F,F,SC,HY1,128,3.58,VT,1
1934,ES904,Maunalua,Maunalua,Manini,5/12/14,2014,5,16.2,F,F,SC,HY2,114.78,14.86,H,1
1849,ES871,Maunalua,Maunalua,Manini,5/2/14,2014,5,16.2,,M,,,107.42,3.03,,1
596,ES147,Maunalua,Maunalua,Manini,5/28/13,2013,5,16.2,M,M,SC,Mature,97,0.72,,1
620,ES132,Maunalua,Maunalua,Manini,5/24/13,2013,5,16.4,F,F,RE,HY1,107,1.49,VT,1
442,ES100,Maunalua,Maunalua,Manini,5/8/13,2013,5,16.4,,M,,,115,7.12,,1
423,ES83,Maunalua,Maunalua,Manini,5/4/13,2013,5,16.5,F,F,SC,HY1/HY2,131,5.55,H,1
1851,ES873,Maunalua,Maunalua,Manini,5/2/14,2014,5,16.5,,M,,,121.87,3.73,,1
714,ES160,Maunalua,Maunalua,Manini,5/29/13,2013,5,16.5,M,M,SC,Mature,89.8,2.97,,1
575,ES113,Maunalua,Maunalua,Manini,5/14/13,2013,5,16.6,,M,,,119,0.74,,
2010,ES945,Maunalua,Maunalua,Manini,5/24/14,2014,5,16.7,F,F,SC,HY2,134.98,12.25,H,1
594,ES145,Maunalua,Maunalua,Manini,5/28/13,2013,5,16.7,F,F,SC,HY1,111,1.76,VT,1
577,ES115,Maunalua,Maunalua,Manini,5/14/13,2013,5,16.7,,M,,,116,2.96,,1
713,ES159,Maunalua,Maunalua,Manini,5/29/13,2013,5,16.8,F,F,SC,HY2,135.9,4.09,H,1
1937,,Maunalua,Maunalua,Manini,5/9/14,2014,5,16.8,,M,,,70,1.7,,1
619,ES131,Maunalua,Maunalua,Manini,5/24/13,2013,5,16.8,,M,,,117,7.26,,1
1938,ES880,Maunalua,Maunalua,Manini,5/9/14,2014,5,17,F,F,SC,HY2,155,8.03,H,1
553,ES120,Maunalua,Maunalua,Manini,5/19/13,2013,5,17,F,F,SC,HY1,111,6.03,VT,1
1958,ES889,Maunalua,Maunalua,Manini,5/9/14,2014,5,17,,M,,,113.02,113.02,,1
1931,ES901,Maunalua,Maunalua,Manini,5/12/14,2014,5,17,,M,,,124.67,6.84,,1
595,ES146,Maunalua,Maunalua,Manini,5/28/13,2013,5,17,,M,,,113,2.92,,1
1957,ES888,Maunalua,Maunalua,Manini,5/9/14,2014,5,17,,M,,,129.41,,,
1964,ES896,Maunalua,Maunalua,Manini,5/11/14,2014,5,17.1,F,F,SC,HY2,138.54,17.43,H,1
1929,ES899,Maunalua,Maunalua,Manini,5/12/14,2014,5,17.1,,M,,,122.63,7,,1
1847,ES869,Maunalua,Maunalua,Manini,5/2/14,2014,5,17.2,,M,,,123.75,6.85,,1
1954,ES885,Maunalua,Maunalua,Manini,5/9/14,2014,5,17.6,F,F,S,VT,153.04,13,VT,1
1844,ES866,Maunalua,Maunalua,Manini,5/2/14,2014,5,17.6,F,F,SC,HY2,142.4,7.71,H,1
1850,ES872,Maunalua,Maunalua,Manini,5/2/14,2014,5,17.6,,M,,,136.6,4.6,,1
